city,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,snowfall_sum,windspeed_10m_max,windgusts_10m_max,cloudcover_mean,weathercode,country,continent,latitude,longitude,coastal_city,date,month,day_of_week,day_of_year,week_of_year,is_weekend,season,temp_range,heavy_rain_flag,heatwave_flag,high_wind_flag,temp_lag_1,temp_lag_7,temp_7d_avg,precip_7d_sum
Amsterdam,2.8,-0.4,1.8,-0.7,-4.0,1.2,1.2,0.0,17.4,33.5,97,51,Netherlands,Europe,52.3676,4.9041,0,2026-01-08,1,3,8,2,0,Winter,3.2,0,0,0,0.1,4.3,0.7142857142857143,34.400000000000006
Amsterdam,2.4,-1.5,1.1,-1.5,-6.6,13.9,8.4,3.85,22.7,45.4,100,75,Netherlands,Europe,52.3676,4.9041,0,2026-01-09,1,4,9,2,0,Winter,3.9,0,0,0,1.8,2.7,0.4857142857142857,41.5
Amsterdam,-1.5,-3.2,-2.4,-6.8,-8.2,1.0,0.0,0.7,20.2,42.1,95,71,Netherlands,Europe,52.3676,4.9041,0,2026-01-10,1,5,10,2,1,Winter,1.7000000000000002,0,0,0,1.1,1.5,-0.0714285714285714,33.7
Amsterdam,0.4,-6.9,-3.5,-5.1,-10.9,0.0,0.0,0.0,20.9,44.3,93,3,Netherlands,Europe,52.3676,4.9041,0,2026-01-11,1,6,11,2,1,Winter,7.300000000000001,0,0,0,-2.4,1.2,-0.7428571428571429,26.8
Amsterdam,5.8,0.8,3.3,2.6,-5.2,3.9,3.9,0.0,26.8,53.3,91,61,Netherlands,Europe,52.3676,4.9041,0,2026-01-12,1,0,12,3,0,Winter,5.0,0,0,0,-3.5,-1.2,-0.1,29.3
Amsterdam,9.1,5.3,7.6,6.7,2.1,2.0,2.0,0.0,18.3,35.3,92,53,Netherlands,Europe,52.3676,4.9041,0,2026-01-13,1,1,13,3,0,Winter,3.8,0,0,0,3.3,-1.1,1.1428571428571428,31.1
Amsterdam,8.3,2.5,5.5,5.5,-0.1,5.5,5.5,0.0,14.8,29.9,66,55,Netherlands,Europe,52.3676,4.9041,0,2026-01-14,1,2,14,3,0,Winter,5.800000000000001,0,0,0,7.6,0.1,1.914285714285714,27.5
Amsterdam,9.5,4.9,7.9,7.1,2.1,2.2,2.2,0.0,20.9,45.7,87,53,Netherlands,Europe,52.3676,4.9041,0,2026-01-15,1,3,15,3,0,Winter,4.6,0,0,0,5.5,1.8,2.7857142857142856,28.5
Amsterdam,10.2,6.4,8.5,8.0,3.9,1.6,1.6,0.0,23.5,48.2,86,53,Netherlands,Europe,52.3676,4.9041,0,2026-01-16,1,4,16,3,0,Winter,3.799999999999999,0,0,0,7.9,1.1,3.8428571428571434,16.2
Amsterdam,10.9,4.6,7.3,9.5,2.4,0.5,0.5,0.0,11.5,21.6,83,51,Netherlands,Europe,52.3676,4.9041,0,2026-01-17,1,5,17,3,1,Winter,6.300000000000001,0,0,0,8.5,-2.4,5.228571428571429,15.7
Amsterdam,6.2,1.3,3.0,3.6,-1.9,0.0,0.0,0.0,9.6,19.8,64,3,Netherlands,Europe,52.3676,4.9041,0,2026-01-18,1,6,18,3,1,Winter,4.9,0,0,0,7.3,-3.5,6.1571428571428575,15.7
Amsterdam,4.4,0.0,2.2,1.9,-3.2,0.3,0.3,0.0,10.6,21.2,78,51,Netherlands,Europe,52.3676,4.9041,0,2026-01-19,1,0,19,4,0,Winter,4.4,0,0,0,3.0,3.3,6.0,12.1
Amsterdam,4.8,0.0,2.1,2.2,-3.4,0.0,0.0,0.0,11.2,24.1,42,3,Netherlands,Europe,52.3676,4.9041,0,2026-01-20,1,1,20,4,0,Winter,4.8,0,0,0,2.2,7.6,5.214285714285714,10.1
Amsterdam,7.4,2.5,4.7,4.4,-1.2,1.7,1.7,0.0,16.3,33.5,85,53,Netherlands,Europe,52.3676,4.9041,0,2026-01-21,1,2,21,4,0,Winter,4.9,0,0,0,2.1,5.5,5.1000000000000005,6.300000000000001
Amsterdam,4.6,0.3,2.5,0.6,-4.1,0.0,0.0,0.0,14.3,29.5,54,3,Netherlands,Europe,52.3676,4.9041,0,2026-01-22,1,3,22,4,0,Winter,4.3,0,0,0,4.7,7.9,4.328571428571428,4.1
Amsterdam,6.6,1.5,3.8,3.7,-2.6,0.0,0.0,0.0,14.1,32.4,79,3,Netherlands,Europe,52.3676,4.9041,0,2026-01-23,1,4,23,4,0,Winter,5.1,0,0,0,2.5,8.5,3.6571428571428575,2.5
Amsterdam,6.7,0.6,3.0,3.9,-3.2,0.0,0.0,0.0,12.9,25.6,63,3,Netherlands,Europe,52.3676,4.9041,0,2026-01-24,1,5,24,4,1,Winter,6.1000000000000005,0,0,0,3.8,7.3,3.042857142857143,2.0
Amsterdam,1.0,-1.9,-0.7,-3.3,-5.9,0.0,0.0,0.0,12.1,27.7,38,3,Netherlands,Europe,52.3676,4.9041,0,2026-01-25,1,6,25,4,1,Winter,2.9,0,0,0,3.0,3.0,2.5142857142857147,2.0
Amsterdam,3.0,-2.0,0.7,-0.2,-5.3,0.0,0.0,0.0,8.9,20.5,99,3,Netherlands,Europe,52.3676,4.9041,0,2026-01-26,1,0,26,5,0,Winter,5.0,0,0,0,-0.7,2.2,2.3000000000000003,1.7
Amsterdam,2.9,-1.4,0.6,-0.8,-5.6,5.2,4.7,0.35,18.1,39.2,96,73,Netherlands,Europe,52.3676,4.9041,0,2026-01-27,1,1,27,5,0,Winter,4.3,0,0,0,0.7,2.1,2.085714285714286,6.9
Amsterdam,3.6,0.2,2.5,1.4,-3.9,0.3,0.3,0.0,12.9,28.4,100,51,Netherlands,Europe,52.3676,4.9041,0,2026-01-28,1,2,28,5,0,Winter,3.4,0,0,0,0.6,4.7,1.7714285714285716,5.5
Amsterdam,0.3,-0.6,-0.1,-2.7,-4.5,3.6,0.0,2.52,11.6,28.1,100,73,Netherlands,Europe,52.3676,4.9041,0,2026-01-29,1,3,29,5,0,Winter,0.8999999999999999,0,0,0,2.5,2.5,1.4,9.1
Amsterdam,4.2,0.2,1.9,0.2,-3.2,0.0,0.0,0.0,15.7,35.3,98,3,Netherlands,Europe,52.3676,4.9041,0,2026-01-30,1,4,30,5,0,Winter,4.0,0,0,0,-0.1,3.8,1.1285714285714286,9.1
Amsterdam,8.3,3.1,5.1,6.6,-0.7,1.0,1.0,0.0,15.4,30.2,90,51,Netherlands,Europe,52.3676,4.9041,0,2026-01-31,1,5,31,5,1,Winter,5.200000000000001,0,0,0,1.9,3.0,1.4285714285714286,10.1
Amsterdam,7.8,2.5,4.8,5.4,-0.7,0.2,0.2,0.0,13.8,30.6,67,51,Netherlands,Europe,52.3676,4.9041,0,2026-02-01,2,6,32,5,1,Winter,5.3,0,0,0,5.1,-0.7,2.2142857142857144,10.3
Amsterdam,6.1,-0.2,2.9,2.4,-5.1,0.0,0.0,0.0,17.8,37.4,39,3,Netherlands,Europe,52.3676,4.9041,0,2026-02-02,2,0,33,6,0,Winter,6.3,0,0,0,4.8,0.7,2.5285714285714285,10.3
Amsterdam,1.4,-3.0,-0.6,-3.2,-8.3,0.2,0.2,0.0,17.9,40.0,80,51,Netherlands,Europe,52.3676,4.9041,0,2026-02-03,2,1,34,6,0,Winter,4.4,0,0,0,2.9,0.6,2.357142857142857,5.3
Amsterdam,8.2,0.9,3.6,5.4,-3.2,0.4,0.4,0.0,17.2,36.0,61,51,Netherlands,Europe,52.3676,4.9041,0,2026-02-04,2,2,35,6,0,Winter,7.299999999999999,0,0,0,-0.6,2.5,2.5142857142857147,5.4
Amsterdam,2.7,-1.2,0.3,-1.5,-6.1,0.0,0.0,0.0,18.4,40.0,91,3,Netherlands,Europe,52.3676,4.9041,0,2026-02-05,2,3,36,6,0,Winter,3.9,0,0,0,3.6,-0.1,2.5714285714285707,1.8
Amsterdam,6.1,-0.1,3.0,3.4,-3.8,2.0,2.0,0.0,12.6,28.1,99,53,Netherlands,Europe,52.3676,4.9041,0,2026-02-06,2,4,37,6,0,Winter,6.199999999999999,0,0,0,0.3,1.9,2.728571428571428,3.8
Amsterdam,11.3,4.2,7.3,9.2,1.5,0.0,0.0,0.0,12.8,31.7,60,3,Netherlands,Europe,52.3676,4.9041,0,2026-02-07,2,5,38,6,1,Winter,7.1000000000000005,0,0,0,3.0,5.1,3.0428571428571423,2.8
Amsterdam,9.6,3.3,5.9,7.3,0.3,0.0,0.0,0.0,10.8,23.0,68,3,Netherlands,Europe,52.3676,4.9041,0,2026-02-08,2,6,39,6,1,Winter,6.3,0,0,0,7.3,4.8,3.2,2.6
Amsterdam,5.3,2.0,3.5,2.2,-1.5,0.0,0.0,0.0,14.3,32.8,96,3,Netherlands,Europe,52.3676,4.9041,0,2026-02-09,2,0,40,7,0,Winter,3.3,0,0,0,5.9,2.9,3.2857142857142856,2.6
Amsterdam,6.9,1.0,4.2,5.0,-2.4,1.9,1.9,0.0,10.3,21.6,77,55,Netherlands,Europe,52.3676,4.9041,0,2026-02-10,2,1,41,7,0,Winter,5.9,0,0,0,3.5,-0.6,3.971428571428571,4.3
Amsterdam,9.5,6.1,7.5,7.9,4.0,8.4,8.4,0.0,15.0,30.2,96,61,Netherlands,Europe,52.3676,4.9041,0,2026-02-11,2,2,42,7,0,Winter,3.4000000000000004,0,0,0,4.2,3.6,4.5285714285714285,12.3
Amsterdam,10.1,4.8,7.2,8.1,1.4,3.5,3.5,0.0,17.5,38.2,95,53,Netherlands,Europe,52.3676,4.9041,0,2026-02-12,2,3,43,7,0,Winter,5.3,0,0,0,7.5,0.3,5.514285714285714,15.8
Amsterdam,4.2,0.7,2.2,0.8,-4.1,0.2,0.2,0.0,17.7,41.0,100,51,Netherlands,Europe,52.3676,4.9041,0,2026-02-13,2,4,44,7,0,Winter,3.5,0,0,0,7.2,3.0,5.4,13.999999999999998
Amsterdam,2.7,-1.9,0.3,-1.4,-5.1,0.0,0.0,0.0,16.2,38.5,59,3,Netherlands,Europe,52.3676,4.9041,0,2026-02-14,2,5,45,7,1,Winter,4.6,0,0,0,2.2,7.3,4.4,13.999999999999998
Amsterdam,2.8,-3.0,-0.5,-2.4,-7.7,3.0,0.1,2.03,19.4,42.1,86,75,Netherlands,Europe,52.3676,4.9041,0,2026-02-15,2,6,46,7,1,Winter,5.8,0,0,0,0.3,5.9,3.485714285714286,17.0
Amsterdam,6.5,0.3,3.9,2.7,-3.6,4.2,2.0,1.54,17.9,42.1,69,75,Netherlands,Europe,52.3676,4.9041,0,2026-02-16,2,0,47,8,0,Winter,6.2,0,0,0,-0.5,3.5,3.542857142857143,21.2
Amsterdam,6.7,3.0,4.4,1.6,-1.5,1.4,1.4,0.0,26.1,58.3,57,51,Netherlands,Europe,52.3676,4.9041,0,2026-02-17,2,1,48,8,0,Winter,3.7,0,0,0,3.9,4.2,3.571428571428572,20.7
Amsterdam,2.8,0.2,1.5,-1.0,-5.4,0.0,0.0,0.0,21.3,46.1,100,3,Netherlands,Europe,52.3676,4.9041,0,2026-02-18,2,2,49,8,0,Winter,2.6,0,0,0,4.4,7.5,2.7142857142857144,12.3
Amsterdam,4.4,0.9,2.4,-0.1,-5.0,1.4,0.2,0.84,23.6,51.5,99,73,Netherlands,Europe,52.3676,4.9041,0,2026-02-19,2,3,50,8,0,Winter,3.5000000000000004,0,0,0,1.5,7.2,2.028571428571429,10.2
Amsterdam,7.9,1.9,5.1,4.1,-2.6,2.8,2.8,0.0,25.2,52.9,97,53,Netherlands,Europe,52.3676,4.9041,0,2026-02-20,2,4,51,8,0,Winter,6.0,0,0,0,2.4,2.2,2.442857142857143,12.8
Amsterdam,10.6,7.1,8.8,7.8,3.0,3.9,3.9,0.0,23.5,48.6,84,63,Netherlands,Europe,52.3676,4.9041,0,2026-02-21,2,5,52,8,1,Winter,3.5,0,0,0,5.1,0.3,3.6571428571428575,16.7
Amsterdam,11.7,9.0,10.0,8.7,5.8,9.6,9.6,0.0,25.6,54.0,96,63,Netherlands,Europe,52.3676,4.9041,0,2026-02-22,2,6,53,8,1,Winter,2.6999999999999997,0,0,0,8.8,-0.5,5.1571428571428575,23.3
Amsterdam,10.4,7.9,9.0,6.2,4.0,2.0,2.0,0.0,25.3,56.2,68,53,Netherlands,Europe,52.3676,4.9041,0,2026-02-23,2,0,54,9,0,Winter,2.5,0,0,0,10.0,3.9,5.885714285714286,21.099999999999994
Amsterdam,12.2,7.7,9.9,11.5,4.5,7.2,7.2,0.0,17.3,33.1,100,63,Netherlands,Europe,52.3676,4.9041,0,2026-02-24,2,1,55,9,0,Winter,4.499999999999999,0,0,0,9.0,4.4,6.671428571428572,26.9
Amsterdam,16.8,8.4,12.1,15.7,6.6,0.0,0.0,0.0,14.9,34.2,7,1,Netherlands,Europe,52.3676,4.9041,0,2026-02-25,2,2,56,9,0,Winter,8.4,0,0,0,9.9,1.5,8.185714285714287,26.9
Amsterdam,15.6,9.4,12.0,12.8,6.2,0.0,0.0,0.0,21.6,47.5,67,3,Netherlands,Europe,52.3676,4.9041,0,2026-02-26,2,3,57,9,0,Winter,6.199999999999999,0,0,0,12.1,2.4,9.55714285714286,25.5
Amsterdam,11.9,9.2,11.0,10.1,7.0,5.8,5.8,0.0,18.2,45.4,89,55,Netherlands,Europe,52.3676,4.9041,0,2026-02-27,2,4,58,9,0,Winter,2.700000000000001,0,0,0,12.0,5.1,10.4,28.5
Amsterdam,11.5,5.7,9.5,9.4,1.8,6.2,6.2,0.0,27.7,61.2,86,61,Netherlands,Europe,52.3676,4.9041,0,2026-02-28,2,5,59,9,1,Winter,5.8,0,0,0,11.0,8.8,10.5,30.8
Amsterdam,12.2,3.8,7.8,8.0,0.4,3.3,3.0,0.21,21.8,48.2,57,73,Netherlands,Europe,52.3676,4.9041,0,2026-03-01,3,6,60,9,1,Spring,8.399999999999999,0,0,0,9.5,10.0,10.185714285714283,24.5
Amsterdam,15.4,6.4,10.4,12.4,3.1,0.0,0.0,0.0,14.5,33.1,69,3,Netherlands,Europe,52.3676,4.9041,0,2026-03-02,3,0,61,10,0,Spring,9.0,0,0,0,7.8,9.0,10.385714285714286,22.5
Amsterdam,15.9,5.4,9.4,15.3,3.3,0.0,0.0,0.0,12.0,27.4,15,3,Netherlands,Europe,52.3676,4.9041,0,2026-03-03,3,1,62,10,0,Spring,10.5,0,0,0,10.4,9.9,10.314285714285717,15.3
Amsterdam,13.9,3.2,7.8,12.6,0.2,0.0,0.0,0.0,12.2,25.2,27,3,Netherlands,Europe,52.3676,4.9041,0,2026-03-04,3,2,63,10,0,Spring,10.7,0,0,0,9.4,12.1,9.7,15.299999999999995
Amsterdam,16.4,5.7,10.3,13.8,3.0,0.0,0.0,0.0,10.5,24.8,0,0,Netherlands,Europe,52.3676,4.9041,0,2026-03-05,3,3,64,10,0,Spring,10.7,0,0,0,7.8,12.0,9.457142857142856,15.299999999999995
Amsterdam,17.5,6.3,10.9,16.6,4.0,0.0,0.0,0.0,7.8,16.9,60,3,Netherlands,Europe,52.3676,4.9041,0,2026-03-06,3,4,65,10,0,Spring,11.2,0,0,0,10.3,11.0,9.44285714285714,9.499999999999998
Amsterdam,12.9,5.8,8.7,11.8,3.8,0.1,0.1,0.0,9.1,21.2,59,51,Netherlands,Europe,52.3676,4.9041,0,2026-03-07,3,5,66,10,1,Spring,7.1000000000000005,0,0,0,10.9,9.5,9.328571428571427,3.399999999999998
Amsterdam,14.4,6.0,8.8,13.4,3.8,0.0,0.0,0.0,9.6,20.5,50,3,Netherlands,Europe,52.3676,4.9041,0,2026-03-08,3,6,67,10,1,Spring,8.4,0,0,0,8.7,7.8,9.471428571428572,0.0999999999999982
Amsterdam,15.9,1.8,8.3,15.3,-0.5,0.0,0.0,0.0,4.4,14.8,60,3,Netherlands,Europe,52.3676,4.9041,0,2026-03-09,3,0,68,11,0,Spring,14.1,0,0,0,8.8,10.4,9.171428571428573,0.0999999999999982
Amsterdam,11.1,6.2,8.4,9.4,4.3,0.4,0.4,0.0,12.9,30.6,79,51,Netherlands,Europe,52.3676,4.9041,0,2026-03-10,3,1,69,11,0,Spring,4.9,0,0,0,8.3,9.4,9.028571428571428,0.4999999999999982
Amsterdam,10.3,7.1,8.9,7.7,4.5,5.9,5.9,0.0,21.7,45.4,68,61,Netherlands,Europe,52.3676,4.9041,0,2026-03-11,3,2,70,11,0,Spring,3.200000000000001,0,0,0,8.4,7.8,9.185714285714283,6.399999999999999
Amsterdam,12.4,5.6,8.8,7.1,2.1,0.0,0.0,0.0,30.9,69.5,59,3,Netherlands,Europe,52.3676,4.9041,0,2026-03-12,3,3,71,11,0,Spring,6.800000000000001,0,0,0,8.9,10.3,8.971428571428572,6.399999999999999
Amsterdam,10.7,5.8,8.5,6.3,1.7,11.1,11.1,0.0,28.4,63.0,100,63,Netherlands,Europe,52.3676,4.9041,0,2026-03-13,3,4,72,11,0,Spring,4.9,0,0,0,8.8,10.9,8.628571428571428,17.5
Amsterdam,8.9,3.3,5.7,5.8,0.5,2.1,2.1,0.0,12.5,31.0,89,53,Netherlands,Europe,52.3676,4.9041,0,2026-03-14,3,5,73,11,1,Spring,5.6000000000000005,0,0,0,8.5,8.7,8.200000000000001,19.5
Amsterdam,11.1,2.3,6.5,6.9,-0.2,0.0,0.0,0.0,21.1,46.8,30,3,Netherlands,Europe,52.3676,4.9041,0,2026-03-15,3,6,74,11,1,Spring,8.8,0,0,0,5.7,8.8,7.871428571428572,19.5
Amsterdam,8.9,4.8,6.9,5.2,0.9,8.8,8.5,0.21,23.9,55.4,54,73,Netherlands,Europe,52.3676,4.9041,0,2026-03-16,3,0,75,12,0,Spring,4.1000000000000005,0,0,0,6.5,8.3,7.671428571428572,28.3
Amsterdam,14.7,6.3,10.4,12.2,3.5,0.5,0.5,0.0,15.1,34.6,90,51,Netherlands,Europe,52.3676,4.9041,0,2026-03-17,3,1,76,12,0,Spring,8.399999999999999,0,0,0,6.9,8.4,7.957142857142857,28.4
Amsterdam,14.8,7.2,10.5,11.6,4.4,0.0,0.0,0.0,13.9,33.5,29,3,Netherlands,Europe,52.3676,4.9041,0,2026-03-18,3,2,77,12,0,Spring,7.6,0,0,0,10.4,8.9,8.185714285714285,22.5
Amsterdam,15.6,3.0,8.8,13.3,0.7,0.0,0.0,0.0,8.9,20.2,29,3,Netherlands,Europe,52.3676,4.9041,0,2026-03-19,3,3,78,12,0,Spring,12.6,0,0,0,10.5,8.8,8.185714285714287,22.5
Amsterdam,11.1,4.9,7.8,7.8,2.0,0.0,0.0,0.0,12.5,31.0,71,3,Netherlands,Europe,52.3676,4.9041,0,2026-03-20,3,4,79,12,0,Spring,6.199999999999999,0,0,0,8.8,8.5,8.085714285714285,11.4
Amsterdam,9.6,1.8,6.0,7.0,-1.0,0.0,0.0,0.0,11.2,27.0,36,3,Netherlands,Europe,52.3676,4.9041,0,2026-03-21,3,5,80,12,1,Spring,7.8,0,0,0,7.8,5.7,8.128571428571428,9.3
Amsterdam,14.1,3.3,8.0,12.2,0.3,0.0,0.0,0.0,12.6,25.2,3,2,Netherlands,Europe,52.3676,4.9041,0,2026-03-22,3,6,81,12,1,Spring,10.8,0,0,0,6.0,6.5,8.342857142857143,9.3
Amsterdam,13.6,4.0,8.2,11.5,1.5,0.0,0.0,0.0,10.0,24.8,84,3,Netherlands,Europe,52.3676,4.9041,0,2026-03-23,3,0,82,13,0,Spring,9.6,0,0,0,8.0,6.9,8.528571428571428,0.4999999999999982
Amsterdam,12.4,7.3,9.9,9.0,3.9,0.0,0.0,0.0,26.8,59.4,98,3,Netherlands,Europe,52.3676,4.9041,0,2026-03-24,3,1,83,13,0,Spring,5.1000000000000005,0,0,0,8.2,10.4,8.457142857142857,0.0
Amsterdam,11.2,4.0,7.6,6.2,0.0,15.8,13.6,1.54,33.5,77.4,80,75,Netherlands,Europe,52.3676,4.9041,0,2026-03-25,3,2,84,13,0,Spring,7.199999999999999,0,0,0,9.9,10.5,8.042857142857143,15.8
Amsterdam,6.4,2.7,4.4,1.6,-1.4,4.7,2.2,1.75,20.0,48.6,58,73,Netherlands,Europe,52.3676,4.9041,0,2026-03-26,3,3,85,13,0,Spring,3.7,0,0,0,7.6,8.8,7.414285714285714,20.5
Amsterdam,9.1,0.1,4.6,5.0,-3.2,0.9,0.9,0.0,16.6,34.2,70,51,Netherlands,Europe,52.3676,4.9041,0,2026-03-27,3,4,86,13,0,Spring,9.0,0,0,0,4.4,7.8,6.957142857142857,21.4
Amsterdam,8.8,3.3,6.9,5.5,0.4,11.1,8.2,2.03,19.8,45.7,62,75,Netherlands,Europe,52.3676,4.9041,0,2026-03-28,3,5,87,13,1,Spring,5.500000000000001,0,0,0,4.6,6.0,7.085714285714286,32.5
Amsterdam,9.4,2.0,6.0,5.1,-1.0,3.8,3.8,0.0,27.8,54.7,61,61,Netherlands,Europe,52.3676,4.9041,0,2026-03-29,3,6,88,13,1,Spring,7.4,0,0,0,6.9,8.0,6.799999999999999,36.3
Amsterdam,9.1,5.1,6.9,4.9,0.6,5.1,5.1,0.0,29.8,64.1,48,55,Netherlands,Europe,52.3676,4.9041,0,2026-03-30,3,0,89,14,0,Spring,4.0,0,0,0,6.0,8.2,6.614285714285714,41.4
Amsterdam,10.9,4.3,7.4,7.5,1.6,0.6,0.6,0.0,13.6,33.1,40,51,Netherlands,Europe,52.3676,4.9041,0,2026-03-31,3,1,90,14,0,Spring,6.6000000000000005,0,0,0,6.9,9.9,6.257142857142858,42.0
Amsterdam,12.3,5.1,8.4,10.1,3.7,0.0,0.0,0.0,9.6,24.1,67,3,Netherlands,Europe,52.3676,4.9041,0,2026-04-01,4,2,91,14,0,Spring,7.200000000000001,0,0,0,7.4,7.6,6.371428571428572,26.2
Amsterdam,9.8,5.8,7.9,7.9,3.8,0.7,0.7,0.0,15.6,35.3,95,51,Netherlands,Europe,52.3676,4.9041,0,2026-04-02,4,3,92,14,0,Spring,4.000000000000001,0,0,0,8.4,4.4,6.871428571428572,22.2
Amsterdam,11.5,3.2,7.8,8.0,0.3,0.2,0.2,0.0,25.0,55.1,96,51,Netherlands,Europe,52.3676,4.9041,0,2026-04-03,4,4,93,14,0,Spring,8.3,0,0,0,7.9,4.6,7.328571428571429,21.5
Amsterdam,15.1,7.9,11.7,12.5,5.5,0.3,0.3,0.0,24.4,55.1,79,51,Netherlands,Europe,52.3676,4.9041,0,2026-04-04,4,5,94,14,1,Spring,7.199999999999999,0,0,0,7.8,6.9,8.014285714285714,10.699999999999998
Amsterdam,14.6,7.7,11.0,10.3,4.3,1.1,1.1,0.0,30.7,68.8,77,51,Netherlands,Europe,52.3676,4.9041,0,2026-04-05,4,6,95,14,1,Spring,6.9,0,0,0,11.7,6.0,8.72857142857143,7.999999999999998
Amsterdam,11.8,4.3,8.4,9.5,1.8,0.0,0.0,0.0,11.8,25.6,28,3,Netherlands,Europe,52.3676,4.9041,0,2026-04-06,4,0,96,15,0,Spring,7.500000000000001,0,0,0,11.0,6.9,8.942857142857143,2.899999999999998
Amsterdam,14.3,3.3,9.0,11.3,0.3,0.0,0.0,0.0,12.8,31.0,12,2,Netherlands,Europe,52.3676,4.9041,0,2026-04-07,4,1,97,15,0,Spring,11.0,0,0,0,8.4,7.4,9.171428571428573,2.299999999999998
Amsterdam,19.5,5.3,12.0,17.7,2.4,0.0,0.0,0.0,11.9,24.1,48,3,Netherlands,Europe,52.3676,4.9041,0,2026-04-08,4,2,98,15,0,Spring,14.2,0,0,0,9.0,8.4,9.685714285714283,2.299999999999998
Amsterdam,20.1,6.9,13.6,18.9,4.2,1.5,1.5,0.0,21.1,41.8,58,55,Netherlands,Europe,52.3676,4.9041,0,2026-04-09,4,3,99,15,0,Spring,13.2,0,0,0,12.0,7.9,10.5,3.0999999999999983
Amsterdam,10.8,6.8,8.8,7.7,2.1,0.5,0.5,0.0,23.0,52.6,96,51,Netherlands,Europe,52.3676,4.9041,0,2026-04-10,4,4,100,15,0,Spring,4.000000000000001,0,0,0,13.6,7.8,10.642857142857142,3.399999999999998
Amsterdam,16.6,6.1,9.9,15.2,2.9,1.6,1.6,0.0,18.8,46.8,99,53,Netherlands,Europe,52.3676,4.9041,0,2026-04-11,4,5,101,15,1,Spring,10.500000000000002,0,0,0,8.8,11.7,10.385714285714286,4.699999999999998
Amsterdam,13.4,4.9,9.6,10.4,1.5,0.5,0.5,0.0,17.0,40.7,72,51,Netherlands,Europe,52.3676,4.9041,0,2026-04-12,4,6,102,15,1,Spring,8.5,0,0,0,9.9,11.0,10.185714285714283,4.099999999999998
Amsterdam,13.6,5.0,9.5,11.1,3.1,0.2,0.2,0.0,7.5,16.9,97,51,Netherlands,Europe,52.3676,4.9041,0,2026-04-13,4,0,103,16,0,Spring,8.6,0,0,0,9.6,8.4,10.342857142857143,4.299999999999998
Amsterdam,14.2,5.1,9.6,12.6,3.1,0.0,0.0,0.0,9.4,25.6,4,1,Netherlands,Europe,52.3676,4.9041,0,2026-04-14,4,1,104,16,0,Spring,9.1,0,0,0,9.5,9.0,10.428571428571429,4.299999999999998
Amsterdam,18.1,6.5,12.2,14.9,3.8,1.5,1.5,0.0,15.1,35.6,78,61,Netherlands,Europe,52.3676,4.9041,0,2026-04-15,4,2,105,16,0,Spring,11.6,0,0,0,9.6,12.0,10.457142857142856,5.799999999999998
Amsterdam,15.8,9.4,12.8,13.7,7.2,0.0,0.0,0.0,16.5,38.9,53,3,Netherlands,Europe,52.3676,4.9041,0,2026-04-16,4,3,106,16,0,Spring,6.4,0,0,0,12.2,13.6,10.342857142857143,4.299999999999998
Amsterdam,18.3,8.8,13.2,16.0,6.9,0.1,0.1,0.0,12.1,30.6,90,51,Netherlands,Europe,52.3676,4.9041,0,2026-04-17,4,4,107,16,0,Spring,9.5,0,0,0,12.8,8.8,10.971428571428572,3.899999999999998
Amsterdam,14.5,8.1,11.4,12.5,7.0,0.0,0.0,0.0,14.4,34.6,51,3,Netherlands,Europe,52.3676,4.9041,0,2026-04-18,4,5,108,16,1,Spring,6.4,0,0,0,13.2,9.9,11.185714285714283,2.299999999999998
Amsterdam,12.7,6.6,9.3,10.7,4.7,1.5,1.5,0.0,13.7,35.6,28,53,Netherlands,Europe,52.3676,4.9041,0,2026-04-19,4,6,109,16,1,Spring,6.1,0,0,0,11.4,9.6,11.142857142857142,3.299999999999998
Amsterdam,11.2,3.9,7.9,8.7,1.7,1.5,1.5,0.0,15.5,35.6,52,51,Netherlands,Europe,52.3676,4.9041,0,2026-04-20,4,0,110,17,0,Spring,7.299999999999999,0,0,0,9.3,9.5,10.914285714285716,4.599999999999998
Amsterdam,12.6,4.7,8.7,8.9,1.3,0.3,0.3,0.0,18.2,43.6,17,51,Netherlands,Europe,52.3676,4.9041,0,2026-04-21,4,1,111,17,0,Spring,7.899999999999999,0,0,0,7.9,9.6,10.785714285714286,4.899999999999998
Amsterdam,14.6,5.1,9.9,12.2,2.2,0.0,0.0,0.0,15.8,35.6,0,0,Netherlands,Europe,52.3676,4.9041,0,2026-04-22,4,2,112,17,0,Spring,9.5,0,0,0,8.7,12.2,10.457142857142856,3.399999999999998
Amsterdam,15.4,3.8,9.1,14.4,1.5,0.0,0.0,0.0,10.8,27.7,30,3,Netherlands,Europe,52.3676,4.9041,0,2026-04-23,4,3,113,17,0,Spring,11.6,0,0,0,9.9,12.8,9.928571428571429,3.3999999999999986
Amsterdam,13.7,4.2,8.7,13.0,1.9,0.0,0.0,0.0,11.6,27.4,24,3,Netherlands,Europe,52.3676,4.9041,0,2026-04-24,4,4,114,17,0,Spring,9.5,0,0,0,9.1,13.2,9.285714285714286,3.2999999999999985
